CODE EAN;NOM DU PRODUIT;PRIX DE VENTE TTC
;Alginate réversible P.ROSIER - 500 gr - 3723602;38,117
;Alginate réversible P.ROSIER - 2,5 kg - 3723603;136,819
;Platre synth. Coulage P.ROSIER - Blanc - 1 kg - 3723999;13,675
;Platre synth. Coulage P.ROSIER - Blanc - 5 kg - 3724000;32,360
;Système acrylique kit P.ROSIER - 3 kg - 3724409;50,922
;Renfort plâtre et syst. Acryl. P.ROSIER - 11.25 M - 3724410;28,072
;Vernis epoxy de glaçage P.ROSIER - 1.7 kg - 3731402 NS.2020;75,371
;Verranne en 1,20 M P.ROSIER - 104 gr/m2 - 5 ml - 3732200;89,413
;Livre - L'esprit de l'encre - T. KEH MING - CENTENAIRE;30,068
;Livre - Encyclopédie de la peinture chinoise - CENTENAIRE;45,101
;Livre - La peinture monochrome encre de chine - CENTENAIRE;20,045
;Livre - Précis de calligraphie chinoise - CENTENAIRE;18,341
;Livre - Les processus créatifs ..Calligraphie - CENTENAIRE;24,455
8712079410773;Aérosol (Bombe) TALENS - Vernis acrylique brillant - 400 ml (D.A.M);24,052
8712079410780;Aérosol (Bombe) TALENS - Vernis acrylique mat - 400 ml (D.A.M);24,052
91511200270;Cutter OLFA - Acier noir mat - M L - L 175 mm - 06909;23,259
4011367283810;Carnet aquarelle HAHNEMHLE - 400 gr (15F) - F:19 x 20 cm - Grain fin;18,493
4011367000417;Album aquarelle MOULIN DU COQ Le rouge - 325gr (12F) - F:11,4 x 24 cm - Grain fin - Spirales;11,544
4902778918241;Marqueur UNI PIN - PX203 - Peinture à l'huile - Pointe calibrée extra-fine;5,239
4902778918241;Marqueur UNI PIN - PX203 - Peinture à l'huile - Pointe calibrée extra-fine - Argent;5,239
4902778918258;Marqueur UNI PIN - PX203 - Peinture à l'huile - Pointe calibrée extra-fine - Blanc;5,239
4902778918234;Marqueur UNI PIN - PX203 - Peinture à l'huile - Pointe calibrée extra-fine - Or;5,239
4902778138304;Feutre SIGN PEN - Noir - MYT-7;1,871
4902778138304;Feutre SIGN PEN - Noir - MYT-7N;1,871
3013643002161;Aérosol (Bombe) LEFRANC & BOURGEOIS - Vernis satiné à tableau -  400 ml (D.A.M);21,788
3013643006565;Gesso (Enduit Universel) LEFRANC & BOURGEOIS Enduit blanc - 1 Litre;13,872
3602637556010;Papier du monde LAMA LI PI-COT Couleur - F:58 x 76 cm;3,330
884955002568;Aérosol (Bombe) W&N - Vernis Dammar - Pour Peinture à l'huile - 400 Ml (D.A.M);20,334
;Album dessin SULEK Carlo - 100gr - F:15 x 21 cm - 340000;8,565
;Album SULEK Studio - 160 gr - Format: 21.5 x 28 cm - D142014;19,895
4022505133126;Rouleau encreur ABIG - Pour gravure - Etroit - Largueur: 15 mm - Caoutchouc rouge;27,133
3660599013026;Brosse LEONARD 334 RB - Soie - N.04 - Ronde (A mixtion, bombée);10,603
3660599013033;Brosse LEONARD 334 RB - Soie - N.06 - Ronde (A mixtion, bombée);10,851
3660599013040;Brosse LEONARD 334 RB - Soie - N.08 - Ronde (A mixtion, bombée);12,453
3660599013057;Brosse LEONARD 334 RB - Soie - N.10 - Ronde (A mixtion, bombée);13,920
3660599013064;Brosse LEONARD 334 RB - Soie - N.12 - Ronde (A mixtion, bombée);16,830
3660599013071;Brosse LEONARD 334 RB - Soie - N.14 - Ronde (A mixtion, bombée);25,042
5411711432663;Adhésif de réserve - (Bleu) - 9 mm;19,626
738797915688;Médium acrylique GOLDEN Light moldling paste - Pot:473 ml;44,676
4005401813989;Couteau grattoir FABER & CASTELL - 181398;15,523
;Livre - Préparation des supports pour peintures et enduits - J-C Misset - Massin;28,063
;Pigment CDQV Terre d'Italie - Pot:700gr - Blanc de Vicenze;10,594
;Charge CDQV Poudre de marbre - Sac:25 Kg - 0.7/0.9 mm - Bianco Vérona (Sur commande);89,594
3013643001317;Médium huile LEFRANC & BOURGEOIS - Médium d'empâtement - Tube: 60 ml (D.A.M);19,412
;Plioir en os de bovin - 10 cm - Modèle effilé;10,965
;Plioir en os de bovin - 10 cm - Lisette petit modèle - Droit;10,965
;Plioir en os de bovin - 10 cm - Lisette coiffé;10,965
;Plioir en os de bovin - 19 cm - Bout rond;15,682
877463001123;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml;12,433
877463001123;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Blanc de titane;12,433
738797965461;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Chamois de titane;12,433
877463001208;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Titane écru;12,433
877463001215;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Titane écu clair;12,433
877463001253;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Ocre jaune;12,433
877463001024;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Terre de Sienne Naturelle;12,433
877463000096;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Terre de Sienne brulée;12,433
877463001260;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Ocre jaune brulée;12,433
877463000065;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Ocre de Ru;12,433
877463001048;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Ocre rouge - Rupture de stock avril;12,433
877463001109;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Terre d'Espagne;12,433
877463001031;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Terre d'Ombre naturelle;12,433
877463000089;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Terre d'Ombre Sépia;12,433
877463001147;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Terre d'Ombre de Chypre;12,433
877463000102;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Terre d'Ombre brulée;12,433
877463001055;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Terre d'Ombre cuivrée;12,433
738797017948;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Brun VanDyck;12,433
877463000423;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Gris Davy foncé;12,433
877463000508;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Gris Graphite;12,433
877463000577;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Noir d'Ivoire;12,433
877463000607;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:37 ml - Noir de bougie;12,433
738797960008;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml;17,617
738797960008;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Ocre jaune foncé de Provence;17,617
738797960015;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Terre de Sienne des Ardennes;17,617
738797960022;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Ocre Havane de Provence;17,617
738797960039;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Rouge Indien France;17,617
738797960046;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Ocre brun de Provence;17,617
738797960060;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Ocre calcinée des Ardennes;17,617
738797960077;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Ombre naturelle des Ardennes;17,617
738797960091;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Noir Indien France;17,617
738797960107;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Gris ardoise France;17,617
738797960114;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Sienne clair des Ardennes;17,617
877463000058;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Jaune brillant extra-clair;17,617
877463000041;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Jaune brillant clair;17,617
877463000706;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Jaune de Naples rosé;17,617
877463000713;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Jaune de Naples;17,617
738797964273;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Jaune de Naples Italien;17,617
877463000584;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Jaune brillant;17,617
738797965065;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Rose de Perse;17,617
877463001161;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Bleu outremer;17,617
877463001178;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Bleu outremer Français;17,617
877463000966;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Bleu de Prusse;17,617
738797964532;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Terre verte de Bohème;17,617
877463000751;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Gris de Paynes (Violet);17,617
877463000454;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Terre verte;17,617
877463000683;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Jaune de mars clair;17,617
877463000676;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Jaune de Mars foncé;17,617
877463000638;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Orange de Mars;17,617
877463000652;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Rouge de Mars clair;17,617
877463000645;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Rouge de Mars;17,617
877463000669;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Violet de Mars;17,617
877463009396;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Gris de Paynes;17,617
877463000393;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Noir froid;17,617
877463000621;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Noir de mars;17,617
877463000492;Huile WILLIAMSBURG - Extra-fine - S.2 - Tube:37 ml - Terre de Cologne;17,617
877463001307;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml;22,996
877463001307;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Terre vert d'Italie;22,996
877463001314;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Ocre Citron d'Italie;22,996
877463001321;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Ocre jaune d'Italie;22,996
877463001338;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Ocre de Toscane;22,996
877463001345;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Ocre de Verone;22,996
877463001352;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Rouge de Pompeî;22,996
877463001369;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Rouge de Venise;22,996
877463001376;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Terre de Pozzuoli;22,996
877463001383;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Terre rose d'Italie;22,996
877463001390;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Terre noire de Rome;22,996
877463001406;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Terre de Sienne brûlée d'Italie;22,996
877463001413;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Terre de Sienne naturelle d'Italie;22,996
877463001420;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Terre d'Ombre naturelle d'Italie;22,996
738797960053;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Ombre calcinée;22,996
877463000799;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Jaune Citron permanent;22,996
877463008436;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Jaune permanent clair;22,996
877463000850;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Jaune permanent moyen;22,996
877463000829;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Jaune permanent foncé;22,996
877463000522;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Jaune d'Inde;22,996
877463000812;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Rouge orange permanent;22,996
738797965003;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Orange Montserrat;22,996
877463001192;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Violet d'Outremer;22,996
877463000591;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Bleu Royal;22,996
877463001079;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Bleu de Sèvres;22,996
877463001154;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Turquoise;22,996
877463000546;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Indigo;22,996
877463001239;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Vert Veronèse;22,996
877463000287;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Vert Cinabre clair;22,996
877463000782;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Vert permanent clair;22,996
877463000270;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Vert Oxyde de Chrome;22,996
877463000775;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Vert permanent;22,996
877463000409;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Vert Courbet;22,996
877463000416;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Orange de Chypre;22,996
877463001451;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Or pâle iridescent;22,996
877463001482;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Argent iridescent;22,996
877463001475;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Étain iridescent;22,996
877463001437;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Bronze iridescent;22,996
877463001468;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Blanc perle iridescent;22,996
877463001444;Huile WILLIAMSBURG - Extra-fine - S.3 - Tube:37 ml - Cuivre iridescent;22,996
738797960121;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml;29,096
738797960121;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Terre verte de Nicosie;29,096
877463000737;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Jaune Nickel;29,096
877463000027;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Jaune d'Alizarine;29,096
877463000010;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Orange d'Alizarine;29,096
738797964945;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Orange permanent;29,096
877463000478;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Rouge Fanchon;29,096
877463000614;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Violet de Manganèse;29,096
877463000430;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Rose Dianthus (Rose doré);29,096
877463000928;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Violet rouge de Provence;29,096
877463000249;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Rose Canton;29,096
877463000935;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Violet bleu de Provence;29,096
877463001185;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Rose Outremer;29,096
877463000881;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Bleu Phthalocyanine;29,096
877463000911;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Turquoise phthalocyanine;29,096
877463000904;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Vert jaune Phthalo;29,096
877463000898;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Vert phthalocyanine;29,096
877463001116;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Stil de grain;29,096
877463000560;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Rose d'Italie;29,096
877463000072;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Brun rose;29,096
877463000447;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Brun de Flandres;29,096
877463001499;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Bleu interférent;29,096
877463001529;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Violet interferent;29,096
877463001512;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Rouge interférent;29,096
877463001505;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Vert interferent;29,096
738797965478;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Oxyde de fer jaune transparent;29,096
738797964730;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Oxyde de fer rouge transparent;29,096
738797965621;Huile WILLIAMSBURG - Extra-fine - S.4 -Tube:37 ml - Rouge pyrrole;29,096
877463001000;Huile WILLIAMSBURG - Extra-fine - S.5 -Tube:37 ml;42,620
877463001000;Huile WILLIAMSBURG - Extra-fine - S.5 -Tube:37 ml - Rouge de Quinacridone;42,620
877463000768;Huile WILLIAMSBURG - Extra-fine - S.5 -Tube:37 ml - Carmin de Carl;42,620
877463000997;Huile WILLIAMSBURG - Extra-fine - S.5 -Tube:37 ml - Quinacridone Magenta;42,620
877463001017;Huile WILLIAMSBURG - Extra-fine - S.5 -Tube:37 ml - Quinacridone Violet;42,620
877463000461;Huile WILLIAMSBURG - Extra-fine - S.5 -Tube:37 ml - Violet Egyptien;42,620
738797965188;Huile WILLIAMSBURG - Extra-fine - S.5 -Tube:37 ml - Vert de Vessie;42,620
877463000133;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml;47,687
877463000133;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml - Jaune Cadmium Citron;47,687
877463000225;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml - Jaune de cadmium clair;47,687
738797964884;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml - Vert Olive;47,687
877463000232;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml - Jaune de cadmium moyen;47,687
877463000201;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml - Jaune de cadmium foncé;47,687
877463000218;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml - Jaune cadmium extra-foncé;47,687
877463000140;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml - Cadmium Orange;47,687
877463000874;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml - Bordeaux de pérylène;47,687
877463006920;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml - Carmin permanent;47,687
877463000126;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml - Vert de cadmium clair;47,687
877463000119;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml - Vert de cadmium;47,687
738797960169;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml - Vert de Cobalt;47,687
738797965744;Huile WILLIAMSBURG - Extra-fine - S.6 -Tube:37 ml -  Jaune Nickel Azo;47,687
877463000515;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml;55,814
877463000515;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Vert doré (Vert jaune);55,814
877463000164;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Rouge de Cadmium clair;55,814
877463000195;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Rouge de cadmium Vermillon;55,814
877463000171;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Rouge de Cadmium moyen - Rupture avril 2025;55,814
877463000157;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Rouge de Cadmium foncé;55,814
877463000188;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Rouge de Cadmium Pourpre;55,814
738797965300;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Bleu lagon nuance verte;55,814
877463000331;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Bleu lagon nuance turquoise;55,814
877463000263;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Bleu de Céruleum français;55,814
877463000355;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Vert turquoise de Cobalt;55,814
877463000348;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Turquoise de cobalt bleuté;55,814
877463000294;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Bleu de Cobalt;55,814
877463000300;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Bleu de Cobalt Foncé;55,814
877463000539;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Bleu d'Indanthrène;55,814
738797965683;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Orange pyrrole;55,814
738797965805;Huile WILLIAMSBURG - Extra-fine - S.7 -Tube:37 ml - Jaune Vanadate de Bismuth;55,814
877463000386;Huile WILLIAMSBURG - Extra-fine - S.8 -Tube:37 ml;76,549
877463000386;Huile WILLIAMSBURG - Extra-fine - S.8 -Tube:37 ml - Jaune de Cobalt;76,549
738797960145;Huile WILLIAMSBURG - Extra-fine - S.8 -Tube:37 ml - Violet de Cadmium;76,549
877463000379;Huile WILLIAMSBURG - Extra-fine - S.8 -Tube:37 ml - Violet de Cobalt clair;76,549
877463000362;Huile WILLIAMSBURG - Extra-fine - S.8 -Tube:37 ml - Violet de Cobalt foncé;76,549
877463000256;Huile WILLIAMSBURG - Extra-fine - S.8 -Tube:37 ml - Bleu de Céruleum Geniune;76,549
738797965126;Huile WILLIAMSBURG - Extra-fine - S.8 -Tube:37 ml - Brun Or Quinacridone;76,549
877463003127;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml;36,033
877463003127;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Blanc de titane;36,033
877463003134;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Blanc de titane/ Zinc;36,033
877463003295;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Blanc de Zinc;36,033
738797965416;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Chamois de titane;36,033
877463003202;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Titane écru;36,033
877463003257;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Ocre jaune;36,033
877463003028;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Terre de Sienne naturelle;36,033
877463002090;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Terre de Sienne brulée;36,033
877463003035;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Terre d'Ombre naturelle;36,033
877463002083;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Terre d'Ombre Sépia;36,033
877463003141;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Terre d'Ombre de Chypre;36,033
877463002106;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Terre d'ombre brulée;36,033
877463002427;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Gris Davy foncé;36,033
877463002571;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Noir d'Ivoire;36,033
877463002601;Huile WILLIAMSBURG - Extra-fine - S.1 - Tube:150 ml - Noir de bougie;36,033
;FLACON VIDE 30 Ml AVEC COMPTE-GOUTTE;1,848
2023000790984;Médium huile CLAUDE YVEL - Médium gel - Tube: 50 ml;27,467
;OUTIL COUPE MAPED CS45ETCS90ETREGLE 80 cm;104,979
8904038502685;Album KHADI Papier Indien - 150gr - F:15 x 15 cm - Blanc moyen (PPB2);8,053
8904038502678;Album KHADI Papier Indien - 150gr - F:20 x 20 cm - Blanc moyen (PPB1);11,636
8904038504351;Papier du monde KHADI Indien RS RESHO - 90g - F60 x 80 cm;5,715
4011367283308;Bloc aquarelle HAHNEMUHLE Britannia - 300g (30f) - F:25.4 x 25.4 cm - Grain fin - Collé 4 coté;31,058
738797351080;Médium acrylique GOLDEN Polymer gloss - Seau: 3780 ml (Galon);176,419
;PINCEAU 5001 JAPONAIS MENSO S POIL DE BELETTE;5,164
;PINCEAU 5002 JAPONAIS MENSO M POIL DE BELETTE;8,599
;PINCEAU 5008 JAPONAIS KANA HANA S POIL BELETTE;17,149
;PINCEAU 5009 JAPONAIS KANA HANA M POIL BELETTE;25,724
;PINCEAU 5010 JAPONAIS KANA HANA L POIL BELETTE;34,275
;PINCEAU 4001 JAPONAIS KANA POIL BELETTE/CHEVAL sur commande;25,724
;PINCEAU 4002 JAPONAIS KANA NISHIKI POIL BELETTE/CHEVAL;42,874
;PINCEAU 4003 JAPONAIS SHION POIL CHEVRE/TANUKI/CHEVAL;34,275
;PINCEAU 4009 JAPONAIS MAIHIME POIL BELETTE PURE;34,275
;PINCEAU 4005 JAPONAIS FUJITSUBO POIL CHEVRE/TANUKI/CHEVAL;68,525
;PINCEAU 4007 JAPONAIS BENIBANA POIL CHEVRE/TANUKI/CHEVAL;51,375
;Set couteaux à peindre RGM - EXCELLENCE LINE - 3 couteaux;30,685
;Set couteaux à peindre RGM - NEW AGE COLLECTION - 3 couteaux;28,710
;Charge CDQV - Sulfate de Baryte fleur - Pot: 1 kg;15,383
;Charge CDQV - Sulfate de Baryte fleur - Sac: 5 kg (Sur commande uniquement);71,384
;Charge CDQV - Sulfate de Baryte blanc fixe - Pot: 1 kg;17,877
;Charge CDQV - Sulfate de Baryte blanc fixe - Sac:5 kg  (Sur commande uniquement);75,357
;Charge CDQV - Carbonate de magnésium léger - Pot:200 gr (Net);9,528
;Charge CDQV - Carbonate de magnésium léger - Sac:5 Kg (Net);126,854
3046450082170;Châssis entoilé à clés BERGE Eco - Lin - Enduit blanc universel - N.03...Cloutée;8,661
3046450082170;Châssis entoilé à clés BERGE Eco - Lin - Enduit blanc universel - N.03F(Figure: 22 x 27 cm) - Clout;8,661
3046450082194;Châssis entoilé à clés BERGE Eco - Lin - Enduit blanc universel - N.03P(Paysage: 19 x 27 cm) - Clout;8,661
3046450082262;Châssis entoilé à clés BERGE Eco - Lin - Enduit blanc universel - N.04....Cloutée;9,908
3046450082262;Châssis entoilé à clés BERGE Eco - Lin - Enduit blanc universel - N.04F(Figure: 24 x 33 cm );9,908
3046450082279;Châssis entoilé à clés BERGE Eco - Lin - Enduit blanc universel - N.04M(Marine: 19 x 33 cm ) - Clout;9,908
3046450082286;Châssis entoilé à clés BERGE Eco - Lin - Enduit blanc universel - N.04P(Paysage: 22 x 33 cm ) - Clou;9,908
3046450082323;Châssis entoilé à clés BERGE Eco - Lin - Enduit blanc universel - N.05.....Cloutée;10,894
3046450082323;Châssis entoilé à clés BERGE Eco - Lin - Enduit blanc universel - N.05F(Figure: 27 x 35 cm);10,894
3046450082347;Châssis entoilé à clés BERGE Eco - Lin - Enduit blanc universel - N.05P(Paysage: 24 x 35 cm);10,894
